舞立昇治,自由民主党,,,,False,0.0%,賛成
牧野たかお,自由民主党,,,,False,0.0%,賛成
松川るい,自由民主党,,,,False,0.0%,賛成
松下新平,自由民主党,,,,False,0.0%,賛成
松村祥史,自由民主党,,,,False,0.0%,賛成
松山政司,自由民主党,,,,False,0.0%,賛成
丸川珠代,自由民主党,,,,False,0.0%,賛成
三浦靖,自由民主党,,,,False,0.0%,賛成
三原じゅん子,自由民主党,,,,False,0.0%,賛成
三宅伸吾,自由民主党,,,,False,0.0%,賛成
宮崎雅夫,自由民主党,,,,False,0.0%,賛成
宮沢洋一,自由民主党,,,,False,0.0%,賛成
宮本周司,自由民主党,,,,False,0.0%,賛成
森まさこ,自由民主党,,,,False,0.0%,賛成
森屋宏,自由民主党,,,,False,0.0%,賛成
山崎正昭,自由民主党,,,,False,0.0%,賛成
山下雄平,自由民主党,,,,False,0.0%,賛成
山田太郎,自由民主党,,,,False,0.0%,賛成
山田俊男,自由民主党,,,,False,0.0%,賛成
山田宏,自由民主党,,,,False,0.0%,賛成
山谷えり子,自由民主党,,,,False,0.0%,賛成
山本啓介,自由民主党,,,,False,0.0%,賛成
山本佐知子,自由民主党,,,,False,0.0%,賛成
山本順三,自由民主党,,,,False,0.0%,賛成
吉井章,自由民主党,,,,False,0.0%,賛成
吉川ゆうみ,自由民主党,,,,False,0.0%,賛成
和田政宗,自由民主党,,,,False,0.0%,賛成
若林洋平,自由民主党,,,,False,0.0%,賛成
渡辺猛之,自由民主党,,,,False,0.0%,賛成
青木愛,立憲民主・社民・無所属,,,,False,0.0%,反対
石垣のりこ,立憲民主・社民・無所属,,,,False,0.0%,反対
石川大我,立憲民主・社民・無所属,,,,False,0.0%,反対
石橋通宏,立憲民主・社民・無所属,,,,False,0.0%,反対
打越さく良,立憲民主・社民・無所属,,,,False,0.0%,反対
小沢雅仁,立憲民主・社民・無所属,,,,False,0.0%,反対
小沼巧,立憲民主・社民・無所属,,,,False,0.0%,反対
大椿ゆうこ,立憲民主・社民・無所属,,,,False,0.0%,反対
奥村政佳,立憲民主・社民・無所属,,,,False,0.0%,反対
鬼木誠,立憲民主・社民・無所属,,,,False,0.0%,反対
勝部賢志,立憲民主・社民・無所属,,,,False,0.0%,反対
川田龍平,立憲民主・社民・無所属,,,,False,0.0%,反対
岸真紀子,立憲民主・社民・無所属,,,,False,0.0%,反対
熊谷裕人,立憲民主・社民・無所属,,,,False,0.0%,反対
小西洋之,立憲民主・社民・無所属,,,,False,0.0%,反対
古賀千景,立憲民主・社民・無所属,,,,False,0.0%,反対
古賀之士,立憲民主・社民・無所属,,,,False,0.0%,反対
斎藤嘉隆,立憲民主・社民・無所属,,,,False,0.0%,反対
塩村あやか,立憲民主・社民・無所属,,,,False,0.0%,反対
柴愼一,立憲民主・社民・無所属,,,,False,0.0%,反対
杉尾秀哉,立憲民主・社民・無所属,,,,False,0.0%,反対
田島麻衣子,立憲民主・社民・無所属,,,,False,0.0%,反対
田名部匡代,立憲民主・社民・無所属,,,,False,0.0%,反対
高木真理,立憲民主・社民・無所属,,,,False,0.0%,反対
辻元清美,立憲民主・社民・無所属,,,,False,0.0%,反対
徳永エリ,立憲民主・社民・無所属,,,,False,0.0%,反対
野田国義,立憲民主・社民・無所属,,,,False,0.0%,反対
羽田次郎,立憲民主・社民・無所属,,,,False,0.0%,反対
広田一,立憲民主・社民・無所属,,,,False,0.0%,反対
福島みずほ,立憲民主・社民・無所属,,,,False,0.0%,反対
福山哲郎,立憲民主・社民・無所属,,,,False,0.0%,反対
牧山ひろえ,立憲民主・社民・無所属,,,,False,0.0%,反対
三上えり,立憲民主・社民・無所属,,,,False,0.0%,反対
水岡俊一,立憲民主・社民・無所属,,,,False,0.0%,反対
水野素子,立憲民主・社民・無所属,,,,False,0.0%,反対
宮口治子,立憲民主・社民・無所属,,,,False,0.0%,反対
村田享子,立憲民主・社民・無所属,,,,False,0.0%,反対
森本真治,立憲民主・社民・無所属,,,,False,0.0%,反対
森屋隆,立憲民主・社民・無所属,,,,False,0.0%,反対
横沢高徳,立憲民主・社民・無所属,,,,False,0.0%,反対
吉川沙織,立憲民主・社民・無所属,,,,False,0.0%,反対
秋野公造,公明党,,,,False,0.0%,賛成
伊藤孝江,公明党,,,,False,0.0%,賛成
石川博崇,公明党,,,,False,0.0%,賛成
上田勇,公明党,,,,False,0.0%,賛成
河野義博,公明党,,,,False,0.0%,賛成
窪田哲也,公明党,,,,False,0.0%,賛成
佐々木さやか,公明党,,,,False,0.0%,賛成
里見隆治,公明党,,,,False,0.0%,賛成
塩田博昭,公明党,,,,False,0.0%,賛成
下野六太,公明党,,,,False,0.0%,賛成
杉久武,公明党,,,,False,0.0%,賛成
高橋光男,公明党,,,,False,0.0%,賛成
竹内真二,公明党,,,,False,0.0%,賛成
竹谷とし子,公明党,,,,False,0.0%,賛成
谷合正明,公明党,,,,False,0.0%,賛成
新妻秀規,公明党,,,,False,0.0%,賛成
西田実仁,公明党,,,,False,0.0%,賛成
平木大作,公明党,,,,False,0.0%,賛成
三浦信祐,公明党,,,,False,0.0%,賛成
宮崎勝,公明党,,,,False,0.0%,賛成
矢倉克夫,公明党,,,,False,0.0%,賛成
安江伸夫,公明党,,,,False,0.0%,賛成
山口那津男,公明党,,,,False,0.0%,賛成
山本香苗,公明党,,,,False,0.0%,賛成
山本博司,公明党,,,,False,0.0%,賛成
横山信一,公明党,,,,False,0.0%,賛成
若松謙維,公明党,,,,False,0.0%,賛成
青島健太,日本維新の会・教育無償化を実現する会,,,,False,0.0%,反対
浅田均,日本維新の会・教育無償化を実現する会,,,,False,0.0%,反対
東徹,日本維新の会・教育無償化を実現する会,,,,False,0.0%,反対
石井章,日本維新の会・教育無償化を実現する会,,,,False,0.0%,反対
石井苗子,日本維新の会・教育無償化を実現する会,,,,False,0.0%,反対
猪瀬直樹,日本維新の会・教育無償化を実現する会,,,,False,0.0%,反対
梅村聡,日本維新の会・教育無償化を実現する会,,,,False,0.0%,反対
梅村みずほ,日本維新の会・教育無償化を実現する会,,,,False,0.0%,反対
音喜多駿,日本維新の会・教育無償化を実現する会,,,,False,0.0%,反対
嘉田由紀子,日本維新の会・教育無償化を実現する会,,,,False,0.0%,反対
片山大介,日本維新の会・教育無償化を実現する会,,,,False,0.0%,反対
金子道仁,日本維新の会・教育無償化を実現する会,,,,False,0.0%,反対
串田誠一,日本維新の会・教育無償化を実現する会,,,,False,0.0%,反対
清水貴之,日本維新の会・教育無償化を実現する会,,,,False,0.0%,反対
柴田巧,日本維新の会・教育無償化を実現する会,,,,False,0.0%,反対
高木かおり,日本維新の会・教育無償化を実現する会,,,,False,0.0%,反対
中条きよし,日本維新の会・教育無償化を実現する会,,,,False,0.0%,反対
藤巻健史,日本維新の会・教育無償化を実現する会,,,,False,0.0%,反対
松沢成文,日本維新の会・教育無償化を実現する会,,,,False,0.0%,反対
松野明美,日本維新の会・教育無償化を実現する会,,,,False,0.0%,反対
柳ヶ瀬裕文,日本維新の会・教育無償化を実現する会,,,,False,0.0%,反対
伊藤孝恵,国民民主党・新緑風会,,,,False,0.0%,反対
礒崎哲史,国民民主党・新緑風会,,,,False,0.0%,反対
大塚耕平,国民民主党・新緑風会,,,,False,0.0%,反対
川合孝典,国民民主党・新緑風会,,,,False,0.0%,反対
榛葉賀津也,国民民主党・新緑風会,,,,False,0.0%,反対
田村まみ,国民民主党・新緑風会,,,,False,0.0%,反対
竹詰仁,国民民主党・新緑風会,,,,False,0.0%,反対
芳賀道也,国民民主党・新緑風会,,,,False,0.0%,反対
浜口誠,国民民主党・新緑風会,,,,False,0.0%,反対
浜野喜史,国民民主党・新緑風会,,,,False,0.0%,反対
舟山康江,国民民主党・新緑風会,,,,False,0.0%,反対
井上哲士,日本共産党,,,,False,0.0%,反対
伊藤岳,日本共産党,,,,False,0.0%,反対
岩渕友,日本共産党,,,,False,0.0%,反対
紙智子,日本共産党,,,,False,0.0%,反対
吉良よし子,日本共産党,,,,False,0.0%,反対
倉林明子,日本共産党,,,,False,0.0%,反対
小池晃,日本共産党,,,,False,0.0%,反対
田村智子,日本共産党,,,,False,0.0%,反対
仁比聡平,日本共産党,,,,False,0.0%,反対
山下芳生,日本共産党,,,,False,0.0%,反対
山添拓,日本共産党,,,,False,0.0%,反対
大島九州男,れいわ新選組,,,,False,0.0%,反対
木村英子,れいわ新選組,,,,False,0.0%,反対
天畠大輔,れいわ新選組,,,,False,0.0%,反対
舩後靖彦,れいわ新選組,,,,False,0.0%,反対
山本太郎,れいわ新選組,,,,False,0.0%,反対
伊波洋一,沖縄の風,,,,False,0.0%,反対
高良鉄美,沖縄の風,,,,False,0.0%,反対
齊藤健一郎,ＮＨＫから国民を守る党,,,,False,0.0%,賛成
浜田聡,ＮＨＫから国民を守る党,,,,False,0.0%,賛成
上田清司,各派に属しない議員,,,,False,0.0%,反対
尾辻秀久,各派に属しない議員,,,,False,100.0%,投票なし
大野泰正,各派に属しない議員,,,,False,0.0%,賛成
神谷宗幣,各派に属しない議員,,,,False,0.0%,賛成
鈴木宗男,各派に属しない議員,,,,False,0.0%,賛成
世耕弘成,各派に属しない議員,,,,False,0.0%,賛成
寺田静,各派に属しない議員,,,,False,0.0%,反対
堂込麻紀子,各派に属しない議員,,,,False,0.0%,反対
ながえ孝子,各派に属しない議員,,,,False,0.0%,反対
長浜博行,各派に属しない議員,,,,False,0.0%,反対
平山佐知子,各派に属しない議員,,,,False,0.0%,賛成
